"Year","Month","mean_temperature","mean_precipitation_sum","mean_precipitation_hours","mean_windspeed_10m_max","mean_radiation_sum","count_highwind","max_consecutive_highwind_days","Station","Density","Quota","Zone_A","Zone_B","Zone_Cities","Area_S","Area_U","Type_T"
2002,7,0.664256569392941,0.0489320238107799,-0.0929582582643191,-0.134977800753803,0.618435774503222,-0.173036710555615,-1.02602480116673,5707,-0.30256067095363,-0.0827997214030991,1,0,0,1,0,0
2002,8,0.494648482762061,0.945032241680407,1.62914938070525,-0.238152485514481,0.0855837582508263,-0.349929355954728,-0.158722068688776,5707,-0.30256067095363,-0.0827997214030991,1,0,0,1,0,0
2002,9,-0.377090930660423,-0.300719778887444,0.542694316731481,-0.296575681494173,-0.919659019946972,0.0421826746799562,-1.02602480116673,5707,-0.30256067095363,-0.0827997214030991,1,0,0,1,0,0
2002,10,-1.25404550429768,-0.382354305538038,0.159828184153235,-0.653398747637598,-1.85081317965569,-0.526822001353842,-1.02602480116673,5707,-0.30256067095363,-0.0827997214030991,1,0,0,1,0,0
2003,4,-1.44010672912829,-0.773153567220072,-0.159314699398926,0.618197397998985,-0.389714888311425,0.773338942329614,0.708580663789177,5707,-0.302260651243723,-0.0827997214030991,1,0,0,1,0,0
2003,5,0.248889826623417,-0.952322811461921,-0.756522669610392,0.628005361858941,0.83171037937612,0.622980193740369,-0.158722068688776,5707,-0.302260651243723,-0.0827997214030991,1,0,0,1,0,0
2003,6,1.66739032911152,-0.689690264614645,-0.877649506602136,0.193058254579856,1.23530424844269,0.316366275048574,-1.02602480116673,5707,-0.302260651243723,-0.0827997214030991,1,0,0,1,0,0
2003,7,1.54829545358744,-0.972134550972645,-1.32529216504988,0.54903214636313,1.08532519338902,0.446087548341255,-0.158722068688776,5707,-0.302260651243723,-0.0827997214030991,1,0,0,1,0,0
2003,8,1.85705139904611,-0.618571199704353,-1.11990318058562,-0.217772300870363,0.586123467679631,-0.349929355954728,-0.158722068688776,5707,-0.302260651243723,-0.0827997214030991,1,0,0,1,0,0
2003,9,-0.085226566074364,-0.930631496664285,-0.942952670893335,0.0601200084952664,-0.647013617498431,-0.140606392232438,-1.02602480116673,5707,-0.302260651243723,-0.0827997214030991,1,0,0,1,0,0
2003,10,-1.62095279374411,0.102271322493495,0.191426489455425,0.00768349175474153,-2.00260743262201,0.00385593484349928,-0.158722068688776,5707,-0.302260651243723,-0.0827997214030991,1,0,0,1,0,0
2004,4,-1.54812515817851,1.00634703549949,0.852884347114689,0.478678050623065,-0.332890719748364,0.224971741592377,-0.158722068688776,5707,-0.301524602888752,-0.0827997214030991,1,0,0,1,0,0
2004,5,-0.763220469925021,0.0931274427193141,0.586405305732851,0.617815269536903,0.636565453901136,0.799872839139482,0.708580663789177,5707,-0.301524602888752,-0.0827997214030991,1,0,0,1,0,0
2004,6,0.693078406155113,-1.00937046138639,-1.04090741733014,0.411550817451626,1.17260410137857,0.316366275048574,-0.158722068688776,5707,-0.301524602888752,-0.0827997214030991,1,0,0,1,0,0
2004,7,1.20492561289796,-0.964514651160826,-1.16730063853891,-0.0687422006605307,1.11957757660575,-0.0845903878560585,-0.158722068688776,5707,-0.301524602888752,-0.0827997214030991,1,0,0,1,0,0
2004,8,0.964705179996238,-0.444837483994935,-0.345744700681869,0.225496715138347,0.210216941713253,0.269194902942142,0.708580663789177,5707,-0.301524602888752,-0.0827997214030991,1,0,0,1,0,0
2004,9,0.267442874467117,-1.16212405294727,-1.15518795483974,0.115401259342334,-0.730452512213283,0.13357720813618,0.708580663789177,5707,-0.301524602888752,-0.0827997214030991,1,0,0,1,0,0
2004,10,-0.857370264952771,0.594516850336848,1.06037988526576,-0.5145587397498,-2.47819374568393,-0.349929355954728,-0.158722068688776,5707,-0.301524602888752,-0.0827997214030991,1,0,0,1,0,0
2005,4,-1.53024131230928,0.0567551209509084,0.787581182823485,0.398388614868965,-0.465342188077841,0.407760808504798,0.708580663789177,5707,-0.300956565571329,-0.0827997214030991,1,0,0,1,0,0
2005,5,-0.0924031803522249,-0.926415152101745,-0.961911654074649,0.794868123632352,0.908978939171666,0.799872839139482,-0.158722068688776,5707,-0.300956565571329,-0.0827997214030991,1,0,0,1,0,0
2005,6,0.928429817794368,-0.905435027953209,-0.942952670893335,0.819579097513303,1.00503502036049,0.86473347578581,2.44318612874508,5707,-0.300956565571329,-0.0827997214030991,1,0,0,1,0,0
2005,7,1.19246461061488,-0.659718658688163,-0.835518432865875,0.585971231030536,1.12606679764487,0.446087548341255,0.708580663789177,5707,-0.300956565571329,-0.0827997214030991,1,0,0,1,0,0
2005,8,0.59918244635905,1.30011957291106,0.00183665764226524,0.132512122699747,0.319128816472691,0.0923022575430558,1.57588339626713,5707,-0.300956565571329,-0.0827997214030991,1,0,0,1,0,0
2005,9,-0.0501742281706529,0.423678696555918,0.363110614930683,-0.366335355182113,-1.09068455890685,-0.232000925688662,-1.02602480116673,5707,-0.300956565571329,-0.0827997214030991,1,0,0,1,0,0
2005,10,-1.31427368199928,0.309532597374904,0.0334349629444552,-1.02024207123105,-2.19005895171042,-1.05749993755116,-0.158722068688776,5707,-0.300956565571329,-0.0827997214030991,1,0,0,1,0,0
2006,4,-1.38001700700763,-0.54481056952597,-0.175640490471724,0.460250967007363,-0.0592775090761138,0.316366275048574,-0.158722068688776,5707,-0.300572540342649,-0.0827997214030991,1,0,0,1,0,0
2006,5,-0.412927850189388,-0.706962037521426,-0.930313348772459,0.220401668977347,0.372313669318969,0.180748580242612,-0.158722068688776,5707,-0.300572540342649,-0.0827997214030991,1,0,0,1,0,0
2006,6,0.8754936340214,-1.31172808591927,-1.33477165664054,1.17890722801924,1.44282998326787,1.04752254269823,0.708580663789177,5707,-0.300572540342649,-0.0827997214030991,1,0,0,1,0,0
2006,7,1.78297766325223,-1.11691264739716,-1.16730063853891,-0.115871377649975,1.34382364797776,0.0923022575430558,-1.02602480116673,5707,-0.300572540342649,-0.0827997214030991,1,0,0,1,0,0
2006,8,0.409498300494304,0.504602032557413,0.460012084524077,0.704431054274253,0.410245507764065,0.88831916183904,0.708580663789177,5707,-0.300572540342649,-0.0827997214030991,1,0,0,1,0,0
2006,9,0.288188135675447,1.92601814345368,-0.110337326180525,-0.309737884076795,-0.702593461202446,-0.50618452605728,-0.158722068688776,5707,-0.300572540342649,-0.0827997214030991,1,0,0,1,0,0
2006,10,-0.838678761528152,-0.662766618612892,-0.203552326821997,-0.76294224009953,-1.89342796111869,-0.438375678654286,-0.158722068688776,5707,-0.300572540342649,-0.0827997214030991,1,0,0,1,0,0
2007,4,-0.626749418995081,-1.38731749205249,-1.28579428342214,-0.239978210388816,0.235765740835261,-0.323395459144859,-1.02602480116673,5707,-0.300104509595194,-0.0827997214030991,1,0,0,1,0,0
2007,5,-0.14986224643535,0.396399455229615,0.523208695128461,0.552853430983919,0.457810828988839,0.711426516439926,-0.158722068688776,5707,-0.300104509595194,-0.0827997214030991,1,0,0,1,0,0
2007,6,0.387622318708435,0.0378577694176033,0.428413779221882,-0.249191752196686,0.531223765699651,-0.140606392232438,-1.02602480116673,5707,-0.300104509595194,-0.0827997214030991,1,0,0,1,0,0
2007,7,1.15854299328868,-1.03156976950481,-1.2462964017944,0.616541507996652,1.4202225183557,0.446087548341255,-0.158722068688776,5707,-0.300104509595194,-0.0827997214030991,1,0,0,1,0,0
2007,8,0.583952332457498,1.34736295174432,0.712798526941626,-0.463608278139602,0.103312042532933,-0.526822001353842,-1.02602480116673,5707,-0.300104509595194,-0.0827997214030991,1,0,0,1,0,0
2007,9,-0.216136317837229,-0.103872367082185,-0.208292072617326,0.690589512203465,-0.53744390074361,0.590549875417193,1.57588339626713,5707,-0.300104509595194,-0.0827997214030991,1,0,0,1,0,0
2007,10,-1.28658256581462,-1.19615960544005,-1.00930911202794,-0.309483131768753,-1.71748310201715,-0.261483033255172,0.708580663789177,5707,-0.300104509595194,-0.0827997214030991,1,0,0,1,0,0
2008,4,-1.54526374283944,0.877215133355242,1.27735491500749,0.86959546732733,-0.608923450979875,0.773338942329614,0.708580663789177,5707,-0.29973248515491,-0.0827997214030991,1,0,0,1,0,0
2008,5,-0.4053127932386,1.35650683151851,1.51855531214757,-0.0318031159931639,0.0128643431012575,-0.173036710555615,-1.02602480116673,5707,-0.29973248515491,-0.0827997214030991,1,0,0,1,0,0
2008,6,0.352569980804725,0.541787143639076,1.31000649715309,-0.390027319830868,0.690497347657427,-0.50618452605728,-0.158722068688776,5707,-0.29973248515491,-0.0827997214030991,1,0,0,1,0,0
2008,7,0.702331854146813,-0.211668549753349,-0.250949784775289,-0.129882754592803,0.933397142050783,-0.0845903878560585,-1.02602480116673,5707,-0.29973248515491,-0.0827997214030991,1,0,0,1,0,0
2008,8,0.855325271066935,-0.903555452666297,-0.77232182226149,-0.168095600800419,0.273704269198951,-0.261483033255172,-0.158722068688776,5707,-0.29973248515491,-0.0827997214030991,1,0,0,1,0,0
2008,9,-0.382098407503826,0.776429258510949,0.640649063168283,-0.154423893601713,-0.893873843701211,0.13357720813618,-1.02602480116673,5707,-0.29973248515491,-0.0827997214030991,1,0,0,1,0,0
2008,10,-1.07682236071601,-0.214716509678078,0.396815473919687,-0.241973770135231,-1.96119683650647,-0.261483033255172,-0.158722068688776,5707,-0.29973248515491,-0.0827997214030991,1,0,0,1,0,0
2009,4,-1.2433844245666,3.74016389065097,2.56709240975871,0.393123733835924,-0.488915231240849,0.224971741592377,-0.158722068688776,5707,-0.299236452567865,-0.0827997214030991,1,0,0,1,0,0
2009,5,0.0848199632294417,-1.44761629923,-1.45168538625866,0.555400954064419,1.00216950522811,0.357641225641699,-0.158722068688776,5707,-0.299236452567865,-0.0827997214030991,1,0,0,1,0,0
2009,6,0.641572930051691,-0.318042351126309,-0.371549983345327,0.762981626407986,1.13866168439018,0.956128009242035,0.708580663789177,5707,-0.299236452567865,-0.0827997214030991,1,0,0,1,0,0
2009,7,1.03808663788553,0.0138804846764219,-0.851317585516972,0.0700978072272641,0.967649525267493,0.180748580242612,-0.158722068688776,5707,-0.299236452567865,-0.0827997214030991,1,0,0,1,0,0
2009,8,1.20838700242104,-0.678006418236525,-0.282548090077484,-0.340053408734869,0.254236606081618,-0.261483033255172,0.708580663789177,5707,-0.299236452567865,-0.0827997214030991,1,0,0,1,0,0
2009,9,0.212360629189839,-0.0959984706099731,0.0855721666930774,-0.609836102960877,-0.772068265832466,-0.414789992601055,-0.158722068688776,5707,-0.299236452567865,-0.0827997214030991,1,0,0,1,0,0
2009,10,-1.18827910335917,-0.831928394435219,-1.2462964017944,-0.24706881629623,-1.79709313332165,-0.349929355954728,0.708580663789177,5707,-0.299236452567865,-0.0827997214030991,1,0,0,1,0,0
2010,4,-1.40934651423318,-0.518039321520453,0.069246375620279,0.348372245054977,-0.000932499018650513,0.13357720813618,-0.158722068688776,5707,-0.298860427864782,-0.0827997214030991,1,0,0,1,0,0
2010,5,-0.651763727281858,2.74637655719385,2.21371802879584,0.664944446526347,0.173020994313835,0.799872839139482,2.44318612874508,5707,-0.298860427864782,-0.0827997214030991,1,0,0,1,0,0
2010,6,0.459157702185404,-0.0834002362544348,0.44473957029468,0.0180009602308209,0.804491330577715,-0.049211858776241,-0.158722068688776,5707,-0.298860427864782,-0.0827997214030991,1,0,0,1,0,0
2010,7,1.49291322121817,-0.927939132064107,-0.930313348772459,0.276447176748581,1.2325034025234,0.180748580242612,0.708580663789177,5707,-0.298860427864782,-0.0827997214030991,1,0,0,1,0,0
2010,8,0.560414883700566,1.47842522850757,0.491610389826271,0.11467946113617,-0.0116207589638173,0.357641225641699,2.44318612874508,5707,-0.298860427864782,-0.0827997214030991,1,0,0,1,0,0
2010,9,-0.340607885087165,0.480370751155834,0.101897957765876,-0.49795738100848,-0.802968999832087,-0.323395459144859,-1.02602480116673,5707,-0.298860427864782,-0.0827997214030991,1,0,0,1,0,0
2010,10,-1.53857172309481,0.695099527852826,0.475811237175174,-0.0381719236944135,-2.0885059874077,-0.0845903878560585,0.708580663789177,5707,-0.298860427864782,-0.0827997214030991,1,0,0,1,0,0
2011,4,-0.713307233002213,-1.1558249357695,-1.05723320840294,0.701119274269587,0.435549009870833,0.590549875417193,0.708580663789177,5707,-0.298432399745315,-0.0827997214030991,1,0,0,1,0,0
2011,5,0.118049302651,-0.883743713155572,-1.18309979119001,0.383443146129969,1.0364887876308,0.269194902942142,0.708580663789177,5707,-0.298432399745315,-0.0827997214030991,1,0,0,1,0,0
2011,6,0.386906964873673,0.563834053761266,1.32633228822589,-0.340010950016869,0.61079142751969,-0.323395459144859,-0.158722068688776,5707,-0.298432399745315,-0.0827997214030991,1,0,0,1,0,0
2011,7,0.667025681011415,0.024548344412965,-0.219351479473094,0.0853829457103027,0.858603852136119,0.00385593484349928,-0.158722068688776,5707,-0.298432399745315,-0.0827997214030991,1,0,0,1,0,0
2011,8,1.19523372223333,-0.495128822752926,-0.819719280214777,-0.284007900963636,0.559832087593352,-0.349929355954728,0.708580663789177,5707,-0.298432399745315,-0.0827997214030991,1,0,0,1,0,0
2011,9,0.416236472099219,0.327617159594952,-0.420527356563727,-0.767782533952499,-0.70985202288021,-0.688973592969673,0.708580663789177,5707,-0.298432399745315,-0.0827997214030991,1,0,0,1,0,0
2011,10,-1.18343315802686,-0.691722237897792,-1.15150148588781,-0.225414870111903,-1.61198308574219,-0.349929355954728,-0.158722068688776,5707,-0.298432399745315,-0.0827997214030991,1,0,0,1,0,0
2012,4,-1.6382597413595,1.49452861677654,2.2079250061571,0.462883407523904,-0.858272326900746,0.224971741592377,-0.158722068688776,5707,-0.29809637767022,-0.0827997214030991,1,0,0,1,0,0
2012,5,-0.561075321777175,0.471074473385417,0.460012084524077,0.403823330774047,0.491193522787956,0.357641225641699,-0.158722068688776,5707,-0.29809637767022,-0.0827997214030991,1,0,0,1,0,0
2012,6,0.554299762209795,0.19061136097849,-0.175640490471724,-0.145210351793842,0.814791575244262,-0.323395459144859,-1.02602480116673,5707,-0.29809637767022,-0.0827997214030991,1,0,0,1,0,0
2012,7,0.983396683420878,-0.895935552854477,-0.740723516959295,-0.101860000707186,1.16393173690398,-0.173036710555615,-1.02602480116673,5707,-0.29809637767022,-0.0827997214030991,1,0,0,1,0,0
2012,8,1.38699470181194,-1.04071364927899,-0.724924364308198,-0.019065500590586,0.256243581660736,-0.261483033255172,-0.158722068688776,5707,-0.29809637767022,-0.0827997214030991,1,0,0,1,0,0
2012,9,0.0521213702014286,-0.124344497909931,0.44473957029468,0.348372245054977,-0.938669538626835,0.316366275048574,0.708580663789177,5707,-0.29809637767022,-0.0827997214030991,1,0,0,1,0,0
2012,10,-1.15781887555607,0.533557651842314,0.744396832243821,-0.0496357775567025,-2.12851170061786,-0.261483033255172,0.708580663789177,5707,-0.29809637767022,-0.0827997214030991,1,0,0,1,0,0
2013,4,-1.41721540641565,1.75751675894837,2.28955396152111,0.272031470075667,-0.869402121473323,0.224971741592377,0.708580663789177,5707,-0.297852361639495,-0.0827997214030991,1,0,0,1,0,0
2013,5,-0.829679148768139,2.09106517337763,1.81873921251841,0.248424422862964,0.237043515287296,0.357641225641699,-0.158722068688776,5707,-0.297852361639495,-0.0827997214030991,1,0,0,1,0,0
2013,6,0.278888535823426,-0.970000979025336,-0.991930044111736,0.182528492513774,1.14405375877938,0.13357720813618,1.57588339626713,5707,-0.297852361639495,-0.0827997214030991,1,0,0,1,0,0
2013,7,1.22361711632257,0.216569819670745,-0.408941311286258,-0.46106075505909,0.947847366220332,-0.615268324053399,-1.02602480116673,5707,-0.297852361639495,-0.0827997214030991,1,0,0,1,0,0
2013,8,0.888554610488494,0.111415202267676,-0.377343005984064,-0.332410839493331,0.524910712516923,-0.438375678654286,-0.158722068688776,5707,-0.297852361639495,-0.0827997214030991,1,0,0,1,0,0
2013,9,0.0370989396712637,-0.332215364776287,-0.518482103000528,-0.375548896989984,-0.725544341935932,-0.232000925688662,-1.02602480116673,5707,-0.297852361639495,-0.0827997214030991,1,0,0,1,0,0
2013,10,-1.01244051558673,1.26963997366379,1.67654683865854,-0.362981116459447,-2.46006406628602,-0.349929355954728,0.708580663789177,5707,-0.297852361639495,-0.0827997214030991,1,0,0,1,0,0
2014,4,-1.03307039714429,-0.0471803124822697,0.00394321132907495,0.290458553691369,-0.158546981164367,0.224971741592377,-0.158722068688776,5707,-0.297904365055879,-0.0827997214030991,1,0,0,1,0,0
2014,5,-0.489078419697131,-0.761825316166508,-0.377343005984064,0.746465185102658,0.68573635558922,0.622980193740369,2.44318612874508,5707,-0.297904365055879,-0.0827997214030991,1,0,0,1,0,0
2014,6,0.640857576216928,0.0992741619008452,-0.0287083708165223,0.020633400747361,0.89111016659903,-0.049211858776241,-1.02602480116673,5707,-0.297904365055879,-0.0827997214030991,1,0,0,1,0,0
2014,7,0.559030327891339,1.7512176417706,1.10777734321905,-0.774406093961827,0.557490616084406,-0.703714646752929,-1.02602480116673,5707,-0.297904365055879,-0.0827997214030991,1,0,0,1,0,0
2014,8,0.331963175177313,1.41289409012595,2.05572650228487,-0.602448286027396,-0.208371264902091,-0.438375678654286,-0.158722068688776,5707,-0.297904365055879,-0.0827997214030991,1,0,0,1,0,0
2014,9,-0.0587584741878897,-0.558983583175949,0.16720112205708,-0.172850977217376,-0.633326044048934,-0.323395459144859,0.708580663789177,5707,-0.297904365055879,-0.0827997214030991,1,0,0,1,0,0
2014,10,-0.833140538291225,0.333916276772719,0.618003611035046,-0.472524608921386,-2.06883762673247,-0.703714646752929,0.708580663789177,5707,-0.297904365055879,-0.0827997214030991,1,0,0,1,0,0
2015,4,-1.19760177914134,-0.484968956337169,-0.208292072617326,1.12757463794697,0.211501406083881,0.956128009242035,1.57588339626713,5707,-0.297792357697514,-0.0827997214030991,1,0,0,1,0,0
2015,5,-0.271703157647731,0.484790293046689,0.507409542477369,0.182188822769691,0.463697957354215,0.0923022575430558,-0.158722068688776,5707,-0.297792357697514,-0.0827997214030991,1,0,0,1,0,0
2015,6,0.625835145686763,0.296121573706108,0.412087988149083,-0.304473003043754,0.934108503394916,-0.414789992601055,-0.158722068688776,5707,-0.297792357697514,-0.0827997214030991,1,0,0,1,0,0
2015,7,1.71651898440909,-1.05138150901554,-0.566932837797228,0.0446225764221469,0.912925991143902,0.00385593484349928,-1.02602480116673,5707,-0.297792357697514,-0.0827997214030991,1,0,0,1,0,0
2015,8,1.00485729846397,0.730151066987179,0.0334349629444552,-0.644482416855813,0.216438566008479,-0.615268324053399,-1.02602480116673,5707,-0.297792357697514,-0.0827997214030991,1,0,0,1,0,0
2015,9,-0.20469065648092,0.477221192566948,0.722278018532285,0.316782958856653,-1.12407394262456,0.407760808504798,-0.158722068688776,5707,-0.297792357697514,-0.0827997214030991,1,0,0,1,0,0
2015,10,-1.24781500315614,0.899312842809511,0.823392595499308,-0.62028094759097,-1.91617368434855,-0.792160969452485,-1.02602480116673,5707,-0.297792357697514,-0.0827997214030991,1,0,0,1,0,0
2016,4,-1.17614116409825,-0.466071604803864,0.297807450639478,0.71954635788529,-0.284223791927925,0.590549875417193,0.708580663789177,5707,-0.297608345608771,-0.0827997214030991,1,0,0,1,0,0
2016,5,-0.646225504044932,0.990751640551308,0.918187511405888,0.675134538848386,0.274373261058649,0.534533871040813,0.708580663789177,5707,-0.297608345608771,-0.0827997214030991,1,0,0,1,0,0
2016,6,0.323240473579158,0.439426489500338,1.01614225784269,-0.633528067609621,1.00987406147901,-0.597579059513476,-1.02602480116673,5707,-0.297608345608771,-0.0827997214030991,1,0,0,1,0,0
2016,7,1.05747041921476,-0.478365043166931,-0.582731990448325,-0.110776331488975,0.991867030588697,-0.261483033255172,1.57588339626713,5707,-0.297608345608771,-0.0827997214030991,1,0,0,1,0,0
2016,8,0.882324109346955,-0.0912741327266469,-0.503736227192838,-0.0458144929359528,0.606126324284706,-0.0845903878560585,0.708580663789177,5707,-0.297608345608771,-0.0827997214030991,1,0,0,1,0,0
2016,9,0.43054354879462,-0.91173414513098,-0.844997924456534,-0.313686544851586,-0.480274086386383,-0.232000925688662,0.708580663789177,5707,-0.297608345608771,-0.0827997214030991,1,0,0,1,0,0
2016,10,-1.34611846561161,-0.0318389141944789,0.428413779221882,-0.145167893075841,-2.04816577826769,-0.438375678654286,-0.158722068688776,5707,-0.297608345608771,-0.0827997214030991,1,0,0,1,0,0
2017,4,-1.12606639566435,-0.552684465998182,-0.453178938709329,2.52540055222282,0.090663636438825,2.32704601108512,3.31048886122303,5707,-0.297524340089998,-0.0827997214030991,1,0,0,1,0,0
2017,5,-0.266857212315418,-0.00593125483430234,0.175627336804333,1.31456283205641,0.554547051901718,1.41899709803635,-0.158722068688776,5707,-0.297524340089998,-0.0827997214030991,1,0,0,1,0,0
2017,6,0.928429817794368,2.529158613225,0.314133241712282,1.93441765626249,0.980978073085616,1.87007334380409,1.57588339626713,5707,-0.297524340089998,-0.0827997214030991,1,0,0,1,0,0
2017,7,0.961243790473172,-0.17509303065663,-0.77232182226149,1.09929713175331,1.03749227542035,0.976765484538597,1.57588339626713,5707,-0.297524340089998,-0.0827997214030991,1,0,0,1,0,0
2017,8,1.14123604567329,-0.831928394435219,-1.04090741733014,0.766845369746736,0.538424348082901,0.534533871040813,-0.158722068688776,5707,-0.297524340089998,-0.0827997214030991,1,0,0,1,0,0
2017,9,-0.289817762818527,0.3181684838283,-0.0123825797437239,1.26841020558118,-0.74828783519293,1.13891707615443,0.708580663789177,5707,-0.297524340089998,-0.0827997214030991,1,0,0,1,0,0
2017,10,-0.830371426672751,-1.63811379452541,-1.67287352337402,1.09674960867281,-1.43496783966512,0.622980193740369,1.57588339626713,5707,-0.297524340089998,-0.0827997214030991,1,0,0,1,0,0
2018,4,-0.908598829894356,0.770130141333178,0.771255391750686,0.766930287182776,-0.255051286899214,0.590549875417193,-0.158722068688776,5707,-0.297780356909118,-0.0827997214030991,1,0,0,1,0,0
2018,5,-0.284164159930832,1.37174663114214,1.96093158637829,0.854734916024336,0.0975587125394925,0.88831916183904,-0.158722068688776,5707,-0.297780356909118,-0.0827997214030991,1,0,0,1,0,0
2018,6,0.620827668843382,-0.484968956337169,0.069246375620279,0.766930287182776,1.11474299543297,0.956128009242035,-0.158722068688776,5707,-0.297780356909118,-0.0827997214030991,1,0,0,1,0,0
2018,7,1.10454531672865,1.11876595738983,-0.0297616476599295,0.580876184869496,0.871047100726571,0.799872839139482,0.708580663789177,5707,-0.297780356909118,-0.0827997214030991,1,0,0,1,0,0
2018,8,1.29769085211648,-0.263483868473703,-0.250949784775289,0.853461154484086,0.270894503388198,0.711426516439926,0.708580663789177,5707,-0.297780356909118,-0.0827997214030991,1,0,0,1,0,0
2018,9,0.329678658092086,-0.713311954031276,-0.077685744034923,-0.105723744045937,-0.483799673487011,-0.140606392232438,-0.158722068688776,5707,-0.297780356909118,-0.0827997214030991,1,0,0,1,0,0
2018,10,-0.681531677180351,1.20563281524454,0.854990900801498,2.15906673324547,-1.74156680896641,1.68433606613502,3.31048886122303,5707,-0.297780356909118,-0.0827997214030991,1,0,0,1,0,0
2019,4,-1.32994223857373,1.06933820727718,1.8814091847011,1.58956794859746,-0.593300261082983,1.68728427689166,1.57588339626713,5707,-0.297868362690691,-0.0827997214030991,1,0,0,1,0,0
2019,5,-0.903752884562043,0.493934172820865,1.28156802238112,1.77184322500795,0.0571516042135144,1.59588974343547,2.44318612874508,5707,-0.297868362690691,-0.0827997214030991,1,0,0,1,0,0
2019,6,1.04717855436614,0.735484996855453,-0.436853147636531,1.00648237418671,1.34231618632057,1.04752254269823,-0.158722068688776,5707,-0.297868362690691,-0.0827997214030991,1,0,0,1,0,0
2019,7,1.50468194559664,-0.190332830280263,-0.64592860105271,1.22922080885931,0.927376215313451,1.06521180723815,-0.158722068688776,5707,-0.297868362690691,-0.0827997214030991,1,0,0,1,0,0
2019,8,1.10800670625173,-0.0699384132535608,0.0334349629444552,1.40245237833401,0.162651620488459,1.24210445263724,1.57588339626713,5707,-0.297868362690691,-0.0827997214030991,1,0,0,1,0,0
2019,9,0.121510692174088,0.163840112972973,-0.518482103000528,0.470780729073484,-0.598830593789836,0.773338942329614,0.708580663789177,5707,-0.297868362690691,-0.0827997214030991,1,0,0,1,0,0
